#{"t_start": 1771773700.512724, "env_id": "None"}
-125.345928,79,10200.94751
133.192737,36,10207.261052
133.972917,32,10213.574308
170.762498,100,10236.180233
-172.562118,37,10244.356748
156.68205,58,10253.380608
137.506077,138,10276.033078
-133.651675,55,10290.085678
-158.859875,45,10305.625233
135.234582,38,10312.708603
145.207416,141,10341.24645
170.893167,60,10353.107815
-107.38101,45,10365.852015
174.424212,72,10379.715537
-127.568807,34,10387.216962
156.883362,99,10406.413661
132.553083,44,10414.868237
-119.557095,42,10425.761395
-130.275106,45,10436.348822
143.207815,38,10444.261747
145.703,42,10452.804136
-156.149468,33,10458.602577
-111.47895,49,10474.882547
136.25322,34,10481.274674
141.388354,39,10488.408736
-111.248277,111,10522.404392
139.362842,66,10535.255857
-134.09242,47,10557.990587
137.254667,39,10564.734841
139.357929,36,10570.854418
-151.345449,24,10587.355849
-103.133733,60,10602.673565
147.897611,53,10612.240587
-133.253631,44,10621.715442
-135.447003,37,10635.793595
161.229399,54,10646.517398
-160.897175,24,10652.646858
154.952504,51,10661.879032
-162.554896,114,10683.668748
145.905447,46,10692.167821
141.801318,49,10701.077274
147.282275,41,10708.502012
152.802709,51,10718.345948
129.268548,110,10739.051122
133.362374,41,10746.322088
-148.502209,35,10754.183379
-132.700095,64,10766.119945
162.731529,75,10779.712818
144.00225,52,10790.157981
134.705856,37,10798.169749
154.390498,121,10826.029088
139.874475,39,10833.541505
-120.569342,49,10846.377909
153.527276,49,10854.798303
-145.357674,53,10864.575007
146.570589,78,10880.160415
137.180981,33,10886.90532
137.442849,100,10904.758486
-154.688821,43,10912.523106
164.929254,90,10940.063143
138.693723,43,10948.025498
-106.882029,127,10971.214962
157.836129,66,10985.221352
-158.849397,60,10996.118706
-143.545116,34,11001.840504
-154.614554,26,11005.959754
-120.756072,160,11039.096444
-161.84407,29,11044.677581
141.811861,45,11053.264019
-144.193147,67,11068.58641
-148.486557,46,11077.304359
-118.893832,106,11102.279516
159.747501,93,11119.792031
-129.71412,37,11127.971413
-135.162877,51,11143.470346
163.89374,60,11155.922559
168.637572,83,11172.631278
154.940059,60,11183.699398
-138.884418,25,11188.083107
-137.307104,73,11205.092582
154.025742,50,11215.57449
134.093532,41,11222.9011
-158.597836,62,11243.947277
-167.927797,98,11257.797575
-135.168271,55,11268.408613
-91.400612,204,11302.513359
142.348792,47,11311.774996
-129.787349,112,11335.307602
128.004673,67,11347.06667
154.015199,107,11369.555553
-141.870206,67,11382.928005
-149.814803,58,11391.690237
-151.404355,76,11405.913982
-137.901676,104,11422.311691
-140.060929,62,11434.2088
-157.906714,24,11439.643815
135.08522,33,11446.014448
131.763125,39,11454.288726
154.133417,55,11464.610959
160.244807,53,11474.821856
144.652237,51,11485.129611
134.795428,49,11494.475379
133.237838,34,11501.486518
139.461083,40,11509.399394
-143.309466,59,11520.954051
-149.232049,95,11539.991251
-125.34399,68,11551.640025
-131.363937,60,11569.75842
150.446154,54,11581.386593
169.55065,95,11604.264802
151.847078,52,11613.715795
-184.110955,56,11623.565141
148.35082,57,11634.113163
152.238222,48,11643.126292
160.53202,113,11666.136765
-100.199164,182,11701.718675
155.738845,72,11718.311965
134.997373,38,11725.184106
-128.667226,36,11732.51156
-146.133617,29,11739.545421
-161.386342,36,11745.406388
-150.96654,33,11758.868808
-119.210138,69,11771.242739
147.730861,45,11780.850766
-148.659823,26,11784.84959
158.143989,57,11796.393944
177.24305,76,11810.178462
171.677113,87,11825.674097
-129.081431,35,11834.893187
174.176409,93,11854.370383
145.228093,39,11861.965984
171.793092,104,11885.276641
138.479873,77,11899.079758
148.875094,44,11907.312189
-115.6924,66,11920.272466
171.823087,66,11933.579036
153.326708,50,11943.257952
150.371755,50,11952.664284
-167.873706,29,11958.472408
136.974754,34,11964.996446
-129.584016,32,11970.649183
160.887314,102,11991.531989
159.663598,137,12014.219467
144.743407,46,12024.258922
137.933902,35,12030.657859
152.593714,51,12040.444639
-140.020694,33,12046.522878
-118.305413,50,12060.186524
-100.105529,109,12081.305586
-131.795183,44,12090.307015
-137.526744,22,12094.733894
179.516783,86,12110.250202
-154.397741,48,12124.78011
145.725353,106,12148.829953
-135.754853,114,12169.266297
161.035907,72,12185.769092
-132.422164,41,12198.723456
152.538696,50,12207.723938
139.580639,94,12224.437873
135.154426,47,12233.155042
147.178189,42,12240.622223
-124.305184,38,12251.03325
152.663633,55,12261.197278
141.55,59,12271.994386
159.764848,51,12283.362555
172.484763,94,12305.635068
148.97299,49,12314.212085
166.780376,56,12326.030421
-170.055369,20,12329.475465
135.87863,32,12335.30065
-144.813803,199,12369.194255
-120.548401,86,12389.68868
147.297828,50,12400.757337
-134.459287,44,12420.791921
138.27184,36,12426.968908
164.81237,55,12438.981641
151.364911,61,12450.143369
132.050214,33,12456.692786
135.541004,33,12463.084268
160.593702,62,12476.340862
-119.091191,34,12483.746213
138.036681,36,12491.231673
-106.208765,138,12508.921554
132.141223,43,12515.422726
140.871342,38,12522.884338
-136.305194,23,12528.310681
-143.969789,27,12533.126735
-140.602935,23,12536.778099
161.325759,147,12570.031079
146.994799,52,12581.657703
133.339556,43,12590.022851
131.889294,34,12597.014004
136.126018,32,12603.267213
160.361097,59,12614.941002
-122.312324,162,12650.118691
148.557096,44,12658.880349
-148.642675,66,12680.212326
-129.680801,63,12691.314797
-112.365504,63,12705.537935
150.124265,49,12714.554606
147.957455,42,12722.514995
-108.636541,134,12748.752067
-148.513832,31,12761.594123
-100.119837,60,12775.445182
152.305271,47,12783.577399
153.314765,45,12791.119663
124.686887,40,12797.326219
-144.355036,32,12803.79112
136.726441,38,12808.185261
-116.094158,101,12819.863776
133.718376,35,12824.100198
141.959075,48,12829.997711
-162.103673,35,12833.855118
-160.013569,47,12839.409354
-145.332889,95,12854.690408
138.996902,64,12861.183083
133.88492,33,12864.708158
165.671465,132,12879.161122
132.029696,37,12884.463601
173.956889,67,12893.477176
-134.573463,70,12903.794451
-143.390164,49,12909.756389
-109.915504,43,12915.095072
-132.04352,49,12920.826655
146.758875,59,12928.882454
-145.406045,32,12934.278224
-132.440107,40,12941.845014
-132.803927,57,12949.998384
142.620921,43,12954.76529
-127.004696,62,12968.143497
118.804639,90,12982.510058
-132.285549,83,12996.645572
-126.473312,43,13004.31589
185.89385,113,13043.772553
142.288443,38,13050.722074
-146.554112,27,13060.918512
-149.334874,28,13069.217989
142.781677,40,13075.360608
-113.295708,114,13104.574032
-115.875619,48,13120.39057
-153.096133,37,13127.530415
-127.235055,39,13137.912916
-156.61966,43,13150.495319
160.141875,109,13171.67931
164.645297,88,13187.785125
-132.274565,26,13193.155648
-147.81475,94,13214.39407
132.934442,35,13221.147209
-154.568466,50,13234.748956
135.725312,34,13241.138009
-154.695676,24,13250.580067
-126.459859,149,13278.392644
-159.964947,40,13285.723281
131.276315,34,13292.328584
-146.983021,24,13297.088806
-131.432779,61,13311.716666
124.531135,39,13319.746919
149.911413,46,13327.852168
151.691843,141,13353.869851
145.932649,44,13362.490305
165.203816,65,13375.682264
-84.685616,131,13407.51502
-106.579629,60,13420.429415
180.687972,76,13437.517428
140.465449,42,13445.840679
-131.188374,46,13458.351148
-145.604143,160,13484.192631
138.845157,74,13497.030498
159.415881,57,13508.612127
158.624777,86,13537.75435
161.966817,99,13556.24923
165.543904,58,13568.989275
134.61866,32,13576.231081
141.379323,37,13583.735356
-117.243753,39,13592.738697
-151.34241,81,13608.15035
155.777552,49,13617.533624
-143.947839,53,13626.940695
154.703581,57,13637.489186
149.748864,64,13653.593699
157.850626,55,13664.793345
-147.877272,19,13668.260578
141.513955,43,13676.566894
-125.364529,79,13697.219336
164.551572,63,13708.397486
-117.977455,38,13717.405863
140.266407,36,13723.747961
177.047612,125,13750.523297
-131.201706,36,13756.4524
159.077609,93,13765.907706
-158.213388,29,13769.69643
-127.60776,98,13783.034191
-164.356272,20,13786.719011
-122.541152,103,13796.527925
-164.141424,19,13798.218781
-114.173579,40,13804.611417
144.586313,58,13813.18127
-124.305585,107,13823.797871
157.74997,62,13831.182719
142.999688,43,13836.632697
134.195347,37,13841.004923
129.21247,42,13847.837916
151.89941,56,13854.432996
167.857552,79,13866.733186
149.866272,59,13878.511314
141.159605,38,13886.326459
-137.137788,29,13899.00414
-168.372343,16,13900.761034
-142.559305,37,13904.934885
142.45713,52,13911.116084
-147.380731,33,13914.571488
135.652752,36,13919.67217
133.427966,55,13926.088929
-168.397528,52,13935.574726
-127.238865,40,13940.695359
-118.103696,52,13950.410765
139.033975,37,13957.382093
145.795724,45,13965.268633
149.211735,47,13974.318442
141.226322,66,13985.377578
-133.864854,32,13991.205098
-134.056381,71,14016.933735
161.457487,62,14028.643023
-149.06062,76,14041.818842
181.201238,137,14072.761621
141.825781,47,14081.823152
-159.72897,38,14087.980163
145.490458,40,14097.225707
157.618428,81,14113.898197
-142.168308,72,14125.205213
128.059101,51,14134.203607
175.232381,149,14165.434824
-151.261578,43,14177.252983
-117.985047,80,14194.050416
-161.07836,18,14196.445622
-129.182447,66,14210.457321
159.153657,108,14232.955619
140.808549,38,14240.790545
147.814116,47,14250.035945
147.092787,48,14258.685351
-140.754987,54,14272.460338
-140.619666,47,14285.226202
154.040972,80,14301.455896
159.17732,103,14320.224492
152.250748,50,14328.852972
145.629682,55,14339.461766
-146.522378,100,14361.267255
-125.839042,49,14370.647533
-136.167033,54,14382.66538
-128.809458,26,14387.195265
-124.768028,151,14417.175491
-124.306047,45,14425.732198
149.611509,48,14434.775938
-145.865151,26,14444.598202
-106.732961,90,14462.762373
136.550879,43,14471.108073
146.587306,52,14481.009838
-147.62361,17,14484.752349
166.069665,70,14498.244256
-166.433999,57,14507.536872
-112.677604,46,14521.407798
-113.902776,65,14538.600003
-141.772608,33,14548.084255
170.824725,148,14580.742731
153.297863,76,14594.083507
-133.388199,105,14622.987778
147.908746,76,14636.319905
167.941553,63,14647.621098
-131.782839,138,14668.882933
140.372693,37,14676.016029
153.612467,47,14685.02879
-128.150807,26,14689.5958
-141.4197,42,14698.530019
147.02605,57,14708.391473
-126.481692,34,14720.640254
-133.670262,47,14736.716737
-176.891003,52,14744.5975
-103.490094,149,14770.076856
-120.518414,48,14785.999107
-116.609102,54,14798.4375
133.005045,48,14806.600004
-127.679069,138,14836.881493
-138.322977,23,14841.002566
157.92577,51,14849.598926
-112.707106,48,14864.329984
130.903232,56,14875.160236
145.981209,44,14883.916383
-145.208072,46,14894.208759
158.177116,54,14904.942482
-168.499437,57,14914.946281
-127.244181,39,14923.932018
134.185468,33,14930.103323
-105.655149,80,14946.518285
168.335544,80,14965.929768
130.406258,41,14974.619191
-71.624121,245,15025.979091
-146.61414,119,15047.817925
-105.176833,109,15065.57054
134.107032,33,15072.27191
132.895144,32,15078.876711
-172.275151,19,15081.710248
175.604831,81,15098.185641
157.724597,52,15108.618181
-138.739627,38,15116.402994
-181.995019,28,15121.011006
142.850263,37,15128.05549
-130.840191,57,15141.487157
146.518733,44,15149.515835
170.325055,134,15173.803406
-120.033582,31,15190.090442
-151.424174,68,15214.357674
-119.109783,40,15222.111189
-142.587286,33,15229.43846
-164.285921,79,15253.38655
133.411991,35,15259.602144
135.350209,37,15267.240753
-127.389872,77,15285.738621
137.586598,36,15291.91689
173.499631,85,15306.548928
165.65345,86,15323.369318
145.976168,57,15334.671715
182.651091,71,15348.632257
145.882908,41,15356.300679
-122.482703,123,15378.670326
164.402116,67,15392.925335
163.581763,54,15403.10702
138.812241,51,15414.520427
170.142672,76,15429.408962
169.803145,91,15450.241076
-140.733699,126,15471.384775
147.117671,85,15486.414609
136.965192,37,15493.218357
-125.967184,37,15501.970482
156.510977,47,15511.082531
-134.479177,32,15517.191463
141.161167,46,15525.871811
-123.997683,38,15533.272319
151.438777,49,15541.60327
-109.11851,73,15553.908669
-154.477895,47,15568.30758
-114.172522,127,15586.966645
-161.101774,50,15596.641387
-151.047629,29,15601.162483
153.813044,57,15611.420091
140.104324,44,15617.950127
-139.108869,60,15633.699955
146.381499,46,15642.415948
-121.4529,44,15651.564692
-167.410159,32,15657.379619
131.773801,31,15664.352341
-117.378032,43,15672.448152
137.974776,35,15679.041381
132.880004,39,15686.947546
-141.164106,17,15699.115687
-134.159589,59,15712.190011
155.673133,97,15728.362595
-161.29824,50,15742.750016
-160.932465,40,15750.366648
-144.819679,31,15756.613256
142.747329,41,15765.232332
166.836347,102,15783.254763
148.428355,80,15797.527367
140.630428,48,15806.939213
-155.945898,28,15816.698122
-185.76836,60,15826.891884
-132.188765,43,15840.564811
-139.020889,98,15858.170818
-136.39411,45,15874.441898
-163.827844,56,15884.606589
-153.837306,43,15892.578434
-180.516254,86,15906.314009
-135.47369,60,15919.738931
-137.040134,29,15927.488512
137.059595,36,15936.121126
-126.38489,30,15942.409006
139.944173,35,15948.918861
129.289082,41,15955.879044
-155.155315,39,15964.787513
142.462299,38,15971.654724
154.513779,51,15980.952071
161.558281,69,15994.222212
156.604555,53,16004.741489
-137.465769,20,16008.212487
141.738283,98,16025.882271
-133.295264,63,16039.466341
140.842072,78,16053.798456
148.974196,116,16078.484347
-133.817825,89,16099.274036
-108.117465,47,16107.786752
-162.74554,38,16114.500435
138.075838,34,16121.489499
-136.518782,81,16137.901029
140.097024,37,16144.24283
151.096722,44,16152.08547
-142.663135,85,16168.488796
148.749175,43,16176.312917
166.717102,95,16193.362846
-144.491814,37,16200.668745
-132.558362,85,16215.056126
150.90032,46,16224.178256
143.934116,78,16239.025683
-159.644466,62,16260.21774
-88.214757,255,16310.299263
-139.611201,43,16319.493451
-141.458807,60,16334.682159
-143.036357,56,16345.419968
-138.565948,43,16357.710324
133.344367,33,16363.777515
-123.665508,33,16370.972913
174.039774,62,16383.415075
-115.866102,45,16394.710266
-119.743489,44,16402.79469
-152.797555,110,16423.638228
136.019357,36,16430.087819
-158.326138,50,16438.540337
-126.965381,144,16466.771613
-125.684015,61,16480.941805
-137.526927,37,16494.212271
128.757122,46,16503.824612
-135.288297,17,16506.749756
153.091082,71,16524.280498
-162.342751,22,16528.136047
-136.472382,34,16533.56279
-133.665938,26,16537.997679
141.749052,43,16545.877487
135.687087,41,16552.468154
-153.218586,104,16568.496674
138.994129,37,16576.051341
164.003372,78,16592.430363
143.057077,38,16600.090581
151.969442,48,16609.493224
154.61028,119,16628.690596
-137.070445,99,16649.517739
134.207898,32,16655.271562
-132.236297,35,16661.316701
-135.759978,36,16669.446205
-135.919677,32,16676.677803
-129.878642,27,16681.417368
-132.763657,46,16691.38268
-136.199973,48,16700.326582
-145.3163,22,16706.772666
-132.766354,51,16719.128058
-114.64497,143,16746.29408
-135.452529,59,16756.819676
139.849499,51,16766.14796
166.949545,55,16776.356337
144.269625,38,16784.418667
-138.403085,43,16795.162849
-119.691991,45,16809.438731
155.216214,63,16823.785141
151.015775,49,16832.003811
179.382157,132,16858.17195
-140.687345,68,16873.323054
154.785675,56,16884.482259
-126.841895,191,16916.669262
-140.369267,23,16921.55886
-112.670949,67,16938.407439
-141.707274,39,16951.079738
-126.414652,76,16963.65461
137.767985,51,16974.045717
156.668453,81,16991.984595
137.673535,37,16998.958882
-98.459204,49,17010.336982
134.02717,37,17017.938778
-138.63013,31,17024.072909
162.289245,52,17035.468035
161.513954,76,17058.072871
175.577597,107,17076.523964
-156.445803,37,17083.20272
-164.19087,76,17094.944185
-202.099449,86,17110.467932
-143.034402,23,17114.728123
167.924212,131,17139.323049
-143.424136,189,17173.696986
144.159208,39,17180.785694
158.842593,83,17200.279537
-130.337046,76,17213.399014
-119.537357,34,17220.154644
137.872243,50,17229.894528
147.423942,44,17237.472308
106.707134,118,17255.216048
135.242716,43,17264.612048
156.517199,47,17273.763609
155.151742,52,17282.663994
-145.130626,86,17297.316996
155.687817,47,17305.239148
-136.191537,20,17309.607147
133.20676,46,17317.288303
133.751899,33,17324.803548
-124.314603,31,17330.616315
132.156589,39,17338.534055
142.405757,44,17346.524655
143.123531,39,17355.092682
-128.652173,62,17377.022143
152.105474,53,17387.362123
149.835651,70,17398.471764
-117.598051,52,17414.136947
148.652984,65,17427.054626
136.523155,32,17434.0062
136.208217,40,17441.229301
-108.723923,45,17450.574288
140.075233,79,17464.577866
-161.072287,55,17484.926961
153.028055,52,17494.249568
147.215927,41,17501.641379
-112.384502,226,17539.058286
-120.320862,40,17547.149664
-121.379993,88,17566.2272
165.941135,98,17601.434147
-128.411105,79,17616.917335
-169.726841,42,17627.203711
-79.04001,123,17648.654408
139.930694,37,17655.231434
135.667035,50,17663.628857
164.631845,61,17674.151216
153.936875,56,17686.26716
-147.755532,103,17714.934721
139.873291,40,17723.072673
150.450522,50,17733.708697
141.514574,50,17744.219549
-164.037244,34,17758.878449
-155.206019,59,17772.52566
171.298708,63,17786.077138
-146.20053,66,17800.356489
163.46202,58,17813.008831
147.34368,41,17820.998575
141.122849,48,17830.263977
146.931696,44,17839.59281
-139.936541,20,17843.580214
141.282093,42,17850.894447
-157.252434,28,17855.577142
162.509737,54,17865.665046
-119.071495,57,17884.57943
-123.695843,174,17913.748414
-130.798419,67,17932.438314
-165.930592,42,17949.300804
-146.806557,42,17957.246048
-158.615797,84,17971.363762
146.82779,68,17983.181092
-158.682988,29,17988.429653
-161.50958,28,17994.387748
141.983489,36,18000.954964
-144.678893,23,18006.349461
146.525144,42,18014.752124
-126.564329,60,18025.687654
153.424514,68,18037.475967
152.240144,59,18049.785662
143.306616,39,18058.449093
-160.966398,87,18074.896535
-124.128506,101,18094.866212
-115.957663,43,18106.125583
165.038071,100,18125.841283
145.911965,55,18136.912866
149.133977,43,18144.926762
182.458614,107,18169.516265
-145.51328,91,18184.157133
147.770043,41,18191.722136
-138.508644,37,18199.710335
-137.546848,31,18207.077131
149.143413,88,18226.717631
-117.759544,53,18237.75171
156.153826,49,18248.134596
150.051816,54,18258.7656
133.565823,31,18264.971502
-159.590225,111,18282.297398
-106.473478,101,18299.641677
-124.134653,82,18314.092717
168.687268,97,18334.097897
151.050097,51,18344.403525
-145.79749,25,18349.818517
134.119801,33,18356.930158
134.531411,55,18367.288782
-173.97626,45,18378.354529
155.889998,48,18388.400154
148.068792,43,18396.399894
-124.347113,37,18406.523569
-139.256947,23,18411.617482
157.615846,66,18424.791913
162.769856,55,18435.576688
-112.67318,50,18445.462316
-144.005332,31,18451.590962
153.11657,47,18461.505668
137.563471,34,18467.273411
-152.45673,75,18479.058183
-134.138646,37,18488.656166
180.702744,97,18506.961078
-132.745192,91,18527.027221
-77.084357,175,18575.16121
137.006498,34,18580.779601
-128.23184,31,18586.53019
158.716901,78,18601.943775
157.883315,65,18614.48007
170.77119,93,18632.555359
-124.217169,49,18642.111639
143.607747,45,18650.567396
171.667161,73,18662.886738
165.469918,62,18678.432851
132.490997,32,18684.732986
-188.994427,92,18702.559929
-164.102284,14,18704.967458
-117.282022,54,18716.568099
168.430044,69,18729.82028
165.2535,121,18752.178894
163.539272,137,18774.051243
-130.647538,86,18789.869342
-130.145931,55,18798.747469
-139.365562,100,18816.678717
132.845044,31,18822.199343
-163.751388,27,18826.350866
133.21331,41,18833.528652
168.42675,94,18862.002187
139.82107,59,18875.982205
168.794028,59,18887.862361
-139.801631,83,18902.764179
149.230969,46,18910.619514
132.039038,39,18918.25102
137.72031,36,18924.892533
132.787491,62,18936.756124
-153.996315,35,18943.853015
147.855197,46,18952.564557
-105.011709,63,18972.532339
-121.457225,41,18984.587673
158.948847,56,18995.330446
-115.468995,127,19034.95642
-120.863017,128,19060.664325
167.138359,104,19080.625738
-104.702486,64,19109.330531
135.285929,37,19115.945344
159.072404,63,19126.971897
164.553907,61,19139.649674
-162.820635,28,19145.471139
-139.175514,29,19151.801645
-137.34907,58,19167.937181
143.03244,63,19180.565911
-101.309147,68,19196.481027
154.773758,55,19208.79166
135.09,32,19214.776242
158.877666,57,19225.629639
-149.71385,70,19238.988239
135.705924,42,19248.455192
-137.37868,133,19273.814822
154.155987,77,19287.024093
-136.437802,47,19302.603627
139.626908,35,19309.036273
-151.085587,43,19315.830503
-130.870505,72,19328.780239
170.341413,58,19340.107647
132.024699,62,19351.71688
161.558409,55,19362.527217
-172.559455,48,19370.765235
164.977009,60,19382.437535
137.844471,36,19389.024249
-128.330516,38,19398.903376
174.071963,90,19416.843563
133.682074,33,19423.061612
-163.133704,79,19435.755835
146.427519,56,19445.778094
-140.869884,42,19453.482908
152.472143,48,19464.311249
149.994177,43,19472.447691
-127.849323,81,19489.790791
160.734448,68,19504.700372
153.893696,45,19512.921664
133.070466,32,19519.011165
-169.693041,59,19534.606127
-149.364001,34,19540.752019
170.678799,79,19556.103833
-156.111347,61,19571.013142
148.505014,41,19579.718318
138.569256,37,19588.170187
135.719438,33,19594.702952
-118.297093,86,19612.688035
143.254127,108,19631.134739
145.714147,109,19651.610329
151.471655,46,19659.803816
-134.913049,42,19673.31025
-133.816053,51,19683.178317
138.373869,61,19695.822476
152.311201,116,19715.573039
-125.991267,78,19734.588038
-113.060895,64,19748.467824
-100.569851,88,19765.693978
146.108348,42,19774.295823
153.573836,50,19784.023169
130.442531,51,19793.212041
155.913997,51,19804.484897
-127.249987,53,19814.352996
-132.332186,158,19845.819012
137.837551,39,19853.047612
135.135397,37,19860.197959
-162.678264,17,19866.884871
-134.491033,30,19882.848905
173.888082,68,19895.869646
-142.271176,136,19922.504325
146.890358,45,19931.376655
142.592818,40,19938.304609
-123.852088,32,19945.437979
160.454858,53,19955.933494
140.313319,89,19972.119568
164.358937,56,19982.670736
170.819523,148,20010.848597
-153.452309,34,20017.846166
-118.312809,80,20036.070065
171.998078,78,20056.030019
-106.232572,52,20069.904192
-129.41088,42,20077.421542
165.464902,68,20090.783047
-129.999084,43,20102.32045
132.387509,39,20110.596432
152.945646,52,20120.933979
-164.728596,32,20127.550379
172.019163,91,20147.260832
162.395206,65,20158.307131
-146.785538,111,20186.146015
-109.769753,74,20211.049639
-152.349929,30,20215.765028
-135.81576,77,20227.442364
142.478984,69,20241.107554
-142.373651,42,20256.83133
135.776623,33,20263.332005
